filename,confidence
Kameng_River_127.jpg,0.6415
Kameng_River_128.jpg,0.6401
Kameng_River_143.jpg,0.6230
Kameng_River_17.jpg,0.6547
Kameng_River_34.jpg,0.6505
Kameng_River_38.jpg,0.5842
Kameng_River_41.jpg,0.6199
Kameng_River_49.jpg,0.6189
Kameng_River_5.jpg,0.6319
Mowii–Senki_33.jpg,0.6063
Mowii–Senki_70.jpg,0.5907
tupul_noney_img_111.jpg,0.5949
tupul_noney_img_137.jpg,0.6103
tupul_noney_img_62.jpg,0.6317
tupul_noney_img_63.jpg,0.6170
tupul_noney_img_82.jpg,0.6080
