epoch,train_loss,train_acc,train_precision,train_recall,train_f1,train_iou,train_auroc,train_auprc,train_image_best_f1,train_image_best_threshold,val_loss,val_acc,val_precision,val_recall,val_f1,val_iou,val_auroc,val_auprc,val_image_best_f1,val_image_best_threshold,lr,val_pixel_f1_micro_thresh_sweep_best,pixel_iou_val_micro_thresh_sweep_best,pixel_val_best_threshold_sweep
11,0.7686080227945452,0.9843810000152231,0.7094957212978434,0.6910091719337713,0.5702158340783877,0.49963885657141144,0.8853853548467701,0.9201509971038495,0.8869953363395511,0.809397671267251,0.7209485123554865,0.9840785413980484,0.8028844445943832,0.6699706961711248,0.6253840525945028,0.555853304763635,0.8980667551498859,0.9150138932682274,0.893492900316747,0.9845998684565226,0.0003,0.6341483878368901,0.46428790813746146,0.35
12,0.7488551627252703,0.9846906489300951,0.708617816461581,0.6862319933476849,0.566244881008273,0.49556942715823094,0.881943683717885,0.9234184662936766,0.8804680687286566,0.8105056686936137,0.6721557974815369,0.9834732015927633,0.6901431977748871,0.7674955377976099,0.6275000721216202,0.5519865726431211,0.9256353978870432,0.9464686177523324,0.9171771044337088,0.812782809138298,0.0003,0.6834907345922189,0.5191689512195616,0.675
13,0.7518130752527825,0.9844386516330398,0.703497171680504,0.6943108812670842,0.5709604534590356,0.4995027727612825,0.882218233198966,0.9138114487087355,0.8827055017144864,0.8730868028703137,0.718521331747373,0.983988419175148,0.7614192068576813,0.6968986541032791,0.609886055191358,0.5413486113150915,0.9004088184474264,0.9114621359210386,0.8901581877370103,0.8841363489627838,0.0003,0.6283495667314121,0.4580974507000197,0.35
14,0.7410792332386302,0.9847866708987227,0.7053146690965812,0.6928762208635562,0.5744279748368486,0.502363051766547,0.8877452280514072,0.9149267906326549,0.8890359992821248,0.8900860319627779,0.644137923916181,0.9843103140592575,0.7006866633892059,0.7594951937596003,0.627654438217481,0.5524287621180216,0.91732398138851,0.9437527953207248,0.910090366689042,0.9050956517457962,0.0003,0.6938929351383137,0.5312680359876673,0.65
15,0.731583362149301,0.9850150268768596,0.7181416574482605,0.6905078993779477,0.577496148436983,0.5062583776834969,0.8859108828161563,0.926587905693337,0.8835563252637736,0.7988829751995122,0.7971651007731756,0.977777361869812,0.5688270578781763,0.8244154353936514,0.560052918891112,0.4815066009759903,0.8945846217310027,0.8552229931641748,0.9075879206219802,0.9149507184823354,0.0003,0.6523398863234285,0.4840537162920951,0.85
16,0.7339992977191354,0.984885602910942,0.7278613726669383,0.6866964703408357,0.5856943601202742,0.5143991098782726,0.8861227625898772,0.9148121850712245,0.8881135563296515,0.7451084050062661,0.6776723514000574,0.9829104145367941,0.5725074410438538,0.8038288752237955,0.5519189635912577,0.4727255975206693,0.8932134951009011,0.8893692244251032,0.9066318663022259,0.9990484615166982,0.0003,0.6952677457655171,0.5328815498424222,0.85
17,0.7369231952128009,0.9846658439279716,0.7071248395977733,0.6963334181041361,0.5748164912807607,0.502858981350872,0.8880377391109914,0.9236748005226391,0.89052763306798,0.8168728451862514,0.685980757077535,0.9824456969896952,0.6125589857498804,0.7981582383314768,0.5821728656689326,0.5040312359730402,0.9115723072325403,0.900652105911902,0.9119046041063036,0.9997395972410837,0.0003,0.6897022402763243,0.5263706170283968,0.85
18,0.7315682423449008,0.984918754791545,0.7257408430086119,0.6895344886824349,0.5814305557825855,0.5115055338801625,0.8812302906648456,0.9195391646968889,0.8830245981261468,0.8138548960195524,0.6418977379798889,0.9842623720566431,0.6986455619335175,0.7472488532463709,0.6138207813103994,0.5401822552084923,0.9103858511057981,0.9053310277259928,0.9094699967585531,0.9995837112267812,0.0003,0.6793811106452846,0.5144414608348041,0.4
19,0.70928682205833,0.9853992896659352,0.7308582217893868,0.6897893765262354,0.5882414947046297,0.5172073696261255,0.8763498235986167,0.9040801022725469,0.8772686865475976,0.8285464588726792,0.6403804769118627,0.9849685927232107,0.7556323260068893,0.7158659348885218,0.6258820295333862,0.5553241471449534,0.9037929724202547,0.9409369021494114,0.9039231670907361,0.9970629811286926,0.0003,0.6744154274243922,0.5087683135255786,0.35
20,0.7193393718416445,0.9849860662611846,0.7271580478855383,0.6934886641591509,0.5882616068158194,0.5173429339845604,0.8805348680943201,0.9112347502173632,0.8844984759166368,0.8541009331417975,0.6130252679189047,0.9856248746315638,0.7204161286354065,0.7318057169516882,0.6187337438265482,0.5443737829724947,0.9210905137582531,0.9123057326866494,0.9200925182442785,0.8987842053174973,0.0003,0.6944444679917583,0.5319149212473111,0.35
21,0.7307892427823254,0.9847292615988544,0.7251766324043274,0.6942638225644548,0.5904466908111751,0.5192744843313627,0.890714306482957,0.9212963746875197,0.8934551379304784,0.8615735139802237,0.6273275961478552,0.9854109982649485,0.7219364394744238,0.721579909324646,0.6104684919118881,0.5345077763001124,0.9049384237212822,0.9002167843221432,0.9130685897251561,0.9876688718795776,0.0003,0.679306884301194,0.5143563453362812,0.35
22,0.7166262661742273,0.9852665456655983,0.7320302471379253,0.6890702746181845,0.5884612793120269,0.5175679412400611,0.8735399567135097,0.915311570258539,0.8787607099179562,0.8144377124643771,0.8239641934633255,0.9827914635340372,0.8540739218393961,0.6295169989267985,0.6109251777331034,0.5476306329170862,0.8882308533818991,0.9122666601477905,0.8788907285627832,0.6603178183237711,0.0003,0.5476014601448881,0.37703250527929155,0.35
23,0.7194524713765795,0.9850575779085962,0.7188110334850918,0.6956164909300403,0.5837473743986861,0.5117092062936766,0.8822996462767575,0.9109838589379265,0.888392810876361,0.7991457626084301,0.6074755787849426,0.985778013865153,0.7469872037569681,0.7273297558228174,0.6374161243438721,0.564345640440782,0.9086435226706623,0.9041571264614804,0.908991895514904,0.8985729565223058,0.0003,0.6991360208580498,0.5374397570140949,0.35
24,0.7050554769061436,0.9854127424899662,0.7362007092092638,0.6946452853278579,0.5973527400850136,0.5259628663553255,0.8869690532065202,0.8866490061780067,0.8902726866558682,0.6944612643429052,0.6501059184471766,0.9846383482217789,0.7338477770487467,0.7167489329973856,0.6076962252457937,0.5355485851565996,0.8954294642290894,0.8934366008084568,0.8965928163705238,0.9162475814421972,0.0003,0.6658889574307448,0.4991255871391342,0.35
25,0.6967951830859497,0.9855076999307792,0.7343356302965467,0.6863743640552057,0.5892702148896511,0.5187943352160053,0.8845493607113674,0.924218871753186,0.888583513431509,0.8366497621357998,0.6317962954441706,0.9846881926059723,0.7456595400969187,0.7424690475066503,0.6458208858966827,0.572899654507637,0.9116405479778691,0.9085691445475264,0.9147348153005826,0.999527171254158,0.0003,0.6869778097754197,0.5232035032540497,0.375
26,0.707605196215282,0.9854147623632555,0.7223733691411598,0.6975957495029842,0.5910217578165999,0.519066264417684,0.8867787340828143,0.922904177760568,0.8879553153984084,0.7857484160182632,0.6444794436295828,0.9849589516719183,0.7560547689596812,0.7047398487726847,0.6170648882786433,0.5444444914658865,0.8989242174467801,0.8960231473075576,0.9032108390425223,0.9804227203130722,0.0003,0.6600789972627,0.4926253084433336,0.35
27,0.6991636371501139,0.9854158965226646,0.7392988227238165,0.6911650043781673,0.5991423558966021,0.5281205898690446,0.8846234272016967,0.9136999952784962,0.8925394129908691,0.7970370132232381,0.6748113532861074,0.9842452009518942,0.7523908019065857,0.7303232848644257,0.6329713861147562,0.5619172304868698,0.8726400726466154,0.8795983039384615,0.8767534317709674,0.9159920364618301,0.0003,0.6500252519866823,0.48150919337102344,0.35
28,0.7040445397947436,0.9855131874574679,0.7421327550834584,0.6954436324467169,0.6032375896645483,0.5322973109851373,0.8867352234738038,0.9190753073462223,0.8911903144051864,0.792224218355161,0.7050468424956003,0.9840720494588217,0.8017786194880804,0.6916685501734415,0.6364740977684656,0.5679623037576675,0.890586680946812,0.9320754338004557,0.8868963091300589,0.8923027565081915,0.0003,0.627229145424125,0.45690738795472463,0.35
29,0.6974123331987969,0.9856513370977384,0.7384698346396473,0.7013409043026861,0.609263559925222,0.536487847845131,0.8899626091231716,0.9078404518483274,0.8983448952648893,0.8165681846787997,0.6159033129612604,0.9859535197416941,0.845192089676857,0.681752567489942,0.6741217076778412,0.6026642024517059,0.90429464390119,0.8723776231722242,0.9061213064462766,0.9133404841025671,0.0003,0.6872317992991978,0.5234982070199129,0.35
30,0.6815413891155029,0.9857343552268554,0.7448528386722101,0.6940074401481129,0.6046063095052666,0.5338207979068578,0.8836481341716744,0.9296062167998431,0.8861783781244751,0.8148065047843434,0.7902518212795258,0.9834507356087366,0.8567445427179337,0.637043205400308,0.6264624446630478,0.5596426750222842,0.8778384231625127,0.9289422720477812,0.8674771168438978,0.570345456401507,0.0003,0.5774968341736515,0.40597226638774897,0.35
31,0.7010592556445399,0.9853712732546798,0.7287053866921184,0.694893304432664,0.5926241147740979,0.5211149248007302,0.8758197928297488,0.8995675704608024,0.8885693769773239,0.8778676095409929,0.6099860618511835,0.9858173777659734,0.8007694333791733,0.7010035117467245,0.6547131190697352,0.5831384062767029,0.914689439443301,0.9125616558857024,0.9165265041640649,0.9048211922248205,0.0003,0.6874651632297165,0.5237690794720279,0.35
32,0.6771258753593837,0.985987217626839,0.7561517767260008,0.6930332623909568,0.6141607285102951,0.5433723614594647,0.8909303800610151,0.9134453694746987,0.892918897696551,0.8573286115566147,0.652700218061606,0.9843068520228068,0.7078488419453303,0.7595139493544897,0.6271289189656576,0.5519292255242666,0.8975361801431544,0.8619507807367862,0.8991253283724966,0.9753417273362478,0.0003,0.6984907067762415,0.5366774639361103,0.75
33,0.6763456667138037,0.985903688123293,0.7357279290662748,0.6941517457783779,0.5981901744815791,0.52672262503722,0.8881226335789637,0.9252658220114282,0.8897172377023574,0.8386402770737621,0.5913586542010307,0.9858865638573965,0.7453463971614838,0.7389222780863444,0.6400842666625977,0.5672958617409071,0.8955324373520933,0.8984424190948453,0.9034461424727819,0.9954400509595871,0.0003,0.7074323370906311,0.5473077792296648,0.35
34,0.6848615048644698,0.9858228330300233,0.7412255431447073,0.6995234127356628,0.6071668818732289,0.5352443088994963,0.8901183435139263,0.927962289280312,0.8951328478137539,0.8224950895131191,0.6095594639579455,0.985584020614624,0.7867592771848043,0.7263914346694946,0.6578326771656672,0.5860535278916359,0.9018550753228256,0.9029617932704026,0.9065866299036492,0.9133355617523193,0.0003,0.6977874838355509,0.535847624849446,0.35
35,0.6849432013859259,0.9857374619100695,0.732636834416434,0.6982286561315305,0.5992761596898052,0.5275780622647187,0.8824206126552817,0.9077099775019575,0.8921043717829649,0.804672690195458,0.7885753313700358,0.9830598135789236,0.8106899658838908,0.6801686684290568,0.6259988596041998,0.5598160773515701,0.8648794899093443,0.8790367979324407,0.8639097057717665,0.7387431710958481,0.0003,0.5763812357377371,0.40487049637690564,0.35
36,0.7143084727158057,0.985414159075122,0.7247336874498385,0.6992978397930893,0.5972189752855034,0.5255113631208367,0.8884202678812037,0.9165253800338284,0.8925725061313975,0.8098095505037041,0.6258747080961863,0.9844872305790583,0.6538961877425512,0.7870467305183411,0.6064751148223877,0.5295005713899931,0.8885173590387062,0.8861443004108155,0.9053504750596805,0.9144653975963593,0.0003,0.7059063267350999,0.5454831758465428,0.825
37,0.6816301175924105,0.985881111889242,0.7499072738339968,0.6936758926538663,0.6077272527128736,0.5366881439618976,0.879159822422617,0.9202734731661937,0.885605583683504,0.8353602986469447,0.7567969709634781,0.9836673339207967,0.836059773961703,0.6502156779170036,0.6247820854187012,0.558852935830752,0.8876654950996885,0.9338377053955152,0.8786773330452418,0.8956700762112936,0.0003,0.5886443404132717,0.4170772522258756,0.35
38,0.6757150264543907,0.9859649600269639,0.7368496255339864,0.6955249732899889,0.5973825677533016,0.5257785573740986,0.8776417864711739,0.9159241355629301,0.8879523063668875,0.8951103765273762,0.6137517193953196,0.9852905670801798,0.758583610256513,0.7243226319551468,0.6350599378347397,0.5636817043026289,0.8974218251251519,0.8976425761858705,0.9020145888546119,0.8227830330530802,0.0003,0.684104087761418,0.5198770521279632,0.35
39,0.6546746403257423,0.9864379061716739,0.7499870240131271,0.6972068771023616,0.6107873195242659,0.5394061929154619,0.8830271208089191,0.9177308394361141,0.8888990014663056,0.8447469745840982,0.6321543405453364,0.9851178079843521,0.8034081508715948,0.710501566529274,0.6548860122760137,0.5859035849571228,0.8949717850648103,0.896250440732131,0.8982997673754287,0.7406320919593176,0.0003,0.6736057700830481,0.507847331426992,0.35
40,0.6712214567950953,0.9860293363856378,0.7463082169817987,0.69974871857144,0.6095163688481411,0.5379142828076799,0.8825429997298986,0.9217182939015796,0.8914961390199928,0.797381343685578,0.6224716206391653,0.9851351579030355,0.7950062702099482,0.733472948273023,0.670571173230807,0.5987554142872492,0.8983425152457597,0.8949629033235985,0.901585119818153,0.7427678207556406,0.0003,0.6887912843943091,0.5253101784612009,0.35
41,0.6778563230394203,0.985954888513155,0.7345555290997585,0.7011852361888529,0.6060101941367176,0.5339740684656339,0.8798465906599001,0.9015049198303355,0.8887402762155329,0.8254841254136273,0.6320175528526306,0.984736164410909,0.7488326380650202,0.7420629809300104,0.6536469509204229,0.5805479809641838,0.8975734085741555,0.8911022750370221,0.9039493982937018,0.7367519438266754,0.0003,0.6773419127118542,0.5121065823602414,0.35
42,0.6602959696934602,0.9862043534483865,0.7536598421702875,0.6959513425827026,0.6140845727140658,0.543005429138647,0.8824471948433755,0.8893316071229138,0.8907518902331564,0.8238547466625677,0.6067907512187958,0.9852326363325119,0.6572033762931824,0.778308317065239,0.6012220680713654,0.5253463561336199,0.8696677717490079,0.8745742669394817,0.8891140350945528,0.9994629422823588,0.0003,0.7118148218102369,0.5525718148774824,0.65
43,0.6641473006979327,0.9861570273604349,0.7530689016680852,0.6980004650410091,0.6156265551798812,0.5445218593160682,0.87713860952785,0.9115190309753437,0.8886938241210465,0.749754691235373,0.7478018452723821,0.9836944192647934,0.8409052888552347,0.6662137111028036,0.6429406603177389,0.5752472306291262,0.9023504542757236,0.9422885659439793,0.8926893844196178,0.7472413877646128,0.0003,0.5959659615384811,0.42446688984271114,0.35
44,0.6737061825311073,0.9860622715727191,0.7470308458693674,0.6989627296679488,0.6090778772519013,0.5377448268025835,0.8819871989619884,0.9179425858540673,0.8907311964707949,0.7626702100317054,0.6792991012334824,0.9838879158099493,0.7146893789370855,0.735099732875824,0.6069424748420715,0.5351343229413033,0.8750919519026028,0.8802944927548558,0.881408386726204,0.9159941424926122,0.0003,0.6550418988337496,0.4870351710333448,0.35
45,0.6806010706959483,0.9858568895643003,0.7450547803228147,0.6984525707280524,0.6065033195174743,0.5350788633957088,0.8813632216950688,0.9079453128280796,0.8916735941404942,0.7854282209806354,0.6371529301007589,0.984197070201238,0.6604166974623998,0.769540955622991,0.5962283710638682,0.5206745341420174,0.8894563735066742,0.8939238329148352,0.9087514287398695,0.9037727216879526,0.0003,0.6918693169640309,0.5288992345617012,0.55
46,0.6900465198766406,0.9856369133307555,0.7476759589164057,0.6952850434267632,0.6063755856496151,0.5359230559562969,0.878968195802091,0.9128058292317205,0.8841483087306524,0.787133310442773,0.7349719951550165,0.9840192496776581,0.8579366753498713,0.6527370090285937,0.6407232830921809,0.5768779888749123,0.8776517991040724,0.8701584158821435,0.8737771705998606,0.8238065590461096,0.0003,0.6078275333879742,0.4366036162658337,0.35
47,0.6784058026621275,0.9859272258303989,0.7326455447718362,0.7014583845004857,0.6016571028767345,0.5294720850815283,0.8826119307296119,0.9175858175379004,0.8922781776016709,0.8322064681587932,0.6715085158745447,0.9847711225350698,0.8542166103919347,0.6756748904784521,0.6631026913722357,0.5950196782747904,0.8899918837993464,0.870342934049575,0.8892475880050837,0.911645695567131,0.0003,0.6449113787963596,0.4759182305169246,0.35
48,0.6583626888622748,0.9863050786134239,0.7542377693630825,0.6941175533232288,0.6120404938114024,0.5414876277758697,0.8778960872623341,0.9086924070901521,0.8839418605588684,0.780060146456567,0.5837051644921303,0.9860067019859949,0.7719132353862127,0.7482359707355499,0.6716005951166153,0.5983579804499944,0.9036228964613319,0.8999353345971154,0.9085443990672935,0.7479151884714762,0.0003,0.7180529930549104,0.560126892270221,0.35
49,0.6719579682728954,0.9861400522918344,0.7513638308672147,0.6972898345127284,0.6150106436738344,0.5441753513345094,0.8842553640754889,0.9213928804131682,0.8903642235662579,0.7428834477317667,0.6048091525832812,0.9854675928751627,0.7172247469425201,0.7556583484013876,0.6409694651762644,0.5673373341560364,0.8957408104915223,0.8900051333023815,0.8982981175852814,0.8294228663047155,0.0003,0.711067692278737,0.5516718667221605,0.35
50,0.6613113108639405,0.9862229985611461,0.7468663125394661,0.6992255081640226,0.6125816081728891,0.5416993824678047,0.8863170801726615,0.9155427051564969,0.8908880313359636,0.8309481166233527,0.6038222312927246,0.986029123266538,0.8058720131715139,0.6969932715098063,0.6509481072425842,0.5799993748466173,0.8979993962354883,0.9005488407988862,0.9012364746581095,0.9128274867932001,0.0003,0.692306389457941,0.5294102409595692,0.35
51,0.6523218347090427,0.9864250649915678,0.7496155609037275,0.701482582872159,0.6172156119458029,0.5451800257803123,0.8822920771075075,0.909674927244737,0.891471334226299,0.800910657254335,0.5832260201374689,0.9862632006406784,0.7693619430065155,0.728924552599589,0.6584746142228445,0.5847615748643875,0.9011423579844048,0.9003087254022075,0.9068056923853666,0.7351893136898676,0.0003,0.7135816718463086,0.5547042173060731,0.35
52,0.6618175080446439,0.986268101451553,0.7687292901154991,0.6981987006196352,0.6245452218523649,0.5536138849837757,0.8812233692386298,0.903063782716283,0.8879051200038299,0.7407846840742592,0.5963577777147293,0.9860309461752573,0.7728332628806432,0.7208122859398524,0.6559763699769974,0.5823554620146751,0.9046363715353191,0.9008515667341088,0.9121823597369777,0.6461569517850876,0.0003,0.6992176034876134,0.537536182348972,0.35
53,0.6610577351579042,0.9862715117285185,0.7534649511364019,0.7019157214699504,0.6192203818637634,0.547849998852917,0.8779083826140697,0.9021990961484871,0.8894170694467789,0.7404186809174368,0.6382969369490942,0.9850612580776215,0.8048710773388544,0.7110192428032557,0.6621794154246649,0.5901296560962995,0.8998859402137421,0.9010752032139745,0.9110680005957034,0.7494939963022867,0.0003,0.6599549562835801,0.4924871439050726,0.35
54,0.6593607764377772,0.9863510599760251,0.7497009880074831,0.6993412199978516,0.6158147685438673,0.5445281618109373,0.8809630365442535,0.9052613622877329,0.8862466155930021,0.8363441563098231,0.5974458629886309,0.9853595246871313,0.6894409656524658,0.7825785130262375,0.637517069776853,0.5607231855392456,0.8959900759392525,0.858304935382168,0.9157352319277706,0.9962373971939087,0.0003,0.718251273412301,0.5603682363896668,0.85
55,0.6429857753704642,0.9865086245759626,0.7588610498704643,0.6983457051704978,0.6229450318300835,0.551646472137665,0.8856398511942096,0.9157945281781609,0.8915735047718939,0.7557781060165334,0.5693227276206017,0.9863761514425278,0.7680182506640753,0.750854621330897,0.6710904389619827,0.5971831182638804,0.9005737021127148,0.8970786646352082,0.9079154045524157,0.6665354718764623,0.0003,0.7245798370230214,0.5681106964250251,0.35
56,0.6676455674884475,0.986193897011124,0.766164902214692,0.6986513137817383,0.625750646691456,0.5554259394373849,0.8743451557333779,0.9009302167205318,0.8840017028632712,0.8082027797387025,0.6018259872992834,0.9857217768828074,0.7952360411485037,0.7260712633530298,0.6769691954056422,0.6040222346782684,0.9108207148253268,0.9042831639363705,0.9173642812660039,0.7486115396022797,0.0003,0.690739960525919,0.5275804192449015,0.35
57,0.6431639695836004,0.986603608198255,0.7657288162507744,0.6991469926923235,0.6264210112184008,0.5550377229663813,0.885380743725796,0.9124622029197947,0.8928617377452291,0.7949477345029884,0.584060455362002,0.98576420545578,0.7742513666550318,0.7587827295064926,0.6824009418487549,0.6087425996859869,0.9016363898909265,0.8983449465387735,0.9090700207679325,0.9067021707693735,0.0003,0.7195400102138602,0.561938690746893,0.35
58,0.6509507551928547,0.9863710525993988,0.7589708566665649,0.6993726996060844,0.6212107224442135,0.5502083332182091,0.8870494134937841,0.9173611581554574,0.8922036380903996,0.7586913654737384,0.5877274846037229,0.9855281909306844,0.723694364229838,0.7763233284155527,0.6603885690371195,0.5844023873408636,0.8800757381894249,0.8844898528882442,0.8956407677196472,0.6663164347410202,0.0003,0.7180406146963969,0.5601118279786148,0.6
59,0.6587419320489759,0.9863376985086458,0.7675654041432889,0.7016705592101979,0.6279936939756446,0.5570658060991875,0.8872350649893777,0.905029986807987,0.8964733503322949,0.7878711975623514,0.6094932357470194,0.9852965176105499,0.7572156538565954,0.7451074123382568,0.6591257601976395,0.5844325125217438,0.9112768520815625,0.8989470155595126,0.9096018289309264,0.8324500819047292,0.0003,0.6905220508976051,0.5273262152839878,0.35
60,0.657501779984091,0.9863785800532759,0.7518460912125133,0.7041353939849639,0.6222415928528687,0.5503498906287078,0.8846193287610382,0.9144633382462835,0.8954319119189896,0.8444920137663868,0.7388393233219782,0.9841024726629257,0.8927248815695444,0.6423455849289894,0.6566688219706217,0.5941198120514551,0.8720646372767246,0.8965908999546647,0.8671040335719898,0.8986096332470576,0.0003,0.6097083741804652,0.4385471097271552,0.35
61,0.6506157879517457,0.986370609185406,0.7549024525089799,0.6978273444643645,0.6134656598077757,0.542690723298866,0.878402859705412,0.9036436701642202,0.8872413598979908,0.8167447598181038,0.6070634623368582,0.9855023920536041,0.7820567588011423,0.7320199608802795,0.6746586064497629,0.6014333814382553,0.9105779348090196,0.9042622259004874,0.9125631260849635,0.8297471900780996,0.0003,0.6876773106929708,0.524015408936127,0.35
62,0.6358458611452691,0.9867357244001371,0.7545247651706232,0.7032618996138885,0.618856948112773,0.5473713423604163,0.883026694445914,0.9135142505032274,0.8917116229264216,0.7990227441921413,0.5914783924818039,0.9863032152255377,0.8464508304993311,0.6950926880041758,0.6819661309321722,0.6114064703385035,0.8975670432742295,0.8712156708578659,0.9052964626101795,0.8321516414483389,0.0003,0.6964923211340727,0.5343216096282986,0.35
63,0.6466181030340283,0.9866121171790863,0.7611402078209636,0.6988572088357444,0.6199852077760429,0.549644406989356,0.8850698651758799,0.9223286839657467,0.8881311649326721,0.7866876398291544,0.6436473478873571,0.9847629964351654,0.7920721272627512,0.7264340569575628,0.6674485206604004,0.5953275958697001,0.9124594054369842,0.9029630422910814,0.9061767835507023,0.6549612780412039,0.0003,0.6696549843486472,0.503369409041014,0.35
64,0.6530299757685617,0.9863973694426991,0.7633213283859681,0.6996772645789886,0.6263145219499819,0.5548751540830202,0.8857123424913266,0.919987289428136,0.8965137926552172,0.808865455823524,0.5834195340673128,0.9863673746585846,0.7705069979031881,0.7234974155823389,0.6504385968049368,0.5760716299215952,0.9075445540333716,0.90007588462311,0.9120618882406948,0.824819028377533,0.0003,0.7053443214684335,0.544812287286184,0.35
65,0.6404900057850597,0.9867231394642981,0.7644319662423892,0.7032461093964978,0.6277236222663772,0.5555988778577787,0.8855271021111645,0.9231978889926505,0.8920000347368734,0.8375246324271799,0.6102025955915451,0.9853991866111755,0.7771262923876444,0.7334821224212646,0.6650753567616144,0.5921775201956431,0.9051071663574105,0.8983608724934854,0.9088896513813229,0.6648878157138824,0.0003,0.6886331515565364,0.5251262469951259,0.35
