epoch,train_acc,train_precision,train_recall,train_f1,train_iou,train_auroc,train_auprc,train_image_best_f1,train_image_best_threshold,val_acc,val_precision,val_recall,val_f1,val_iou,val_auroc,val_auprc,val_image_best_f1,val_image_best_threshold,lr
11,0.9709556640171614,0.7247082806024395,0.862178343241332,0.6633480679793436,0.632780416578543,0.8948982908386921,0.8298304947422156,0.8250689522831278,0.9623010295336364,0.9761874145931668,0.8507444163163503,0.8315975036886003,0.7473993880881203,0.7250009874502817,0.04932336096500843,0.05431112623574754,0.0498083999207445,0.4722222222222222,0.0003
12,0.9723536362413501,0.739068299043374,0.8531907757774728,0.6684025345278568,0.638598485071151,0.8782403411413383,0.8046214486926708,0.8107649563727162,0.9428490410085584,0.9760830303033193,0.8605166739887662,0.8309224711524116,0.7637053181727728,0.7378733025656806,0.04914529850153407,0.05456845573815716,0.050925896219150814,0.5135380559497409,0.0003
13,0.9728364719719184,0.7537140650827376,0.8545962572097778,0.6825677723181053,0.653006335750955,0.8892835880062153,0.8174132908263002,0.8074922358118299,0.8877738509021822,0.9765394528706869,0.9184238546424441,0.804287357462777,0.7772658906049199,0.7599806081917551,0.04309116762089999,0.05292387922229806,0.0498083999207445,0.4722222222222222,0.0003
14,0.9729795582958909,0.7565312102192738,0.8582317154915606,0.6855633278362087,0.6559167875618231,0.8892115904561992,0.8027046338994143,0.816462685389604,0.923083960032854,0.9738692177666558,0.8319470617506239,0.8548596633805169,0.7524468484852049,0.726677785317103,0.05163817583917745,0.05506942867266704,0.05333330346668117,0.5164585676458147,0.0003
15,0.9732839308801244,0.7500601870114686,0.8631296079666888,0.6883011792526871,0.6574164184390522,0.8901771590456935,0.8118247992966819,0.8237673396362928,0.9785247972754182,0.9660679234398736,0.6567096776432462,0.8755853209230635,0.6132789850234985,0.5838468803299798,0.05306267697147351,0.05506942508794695,0.05333330346668117,0.5272241334120432,0.0003
16,0.9731518821638139,0.7702912277862674,0.852791645487801,0.6975635319459633,0.6683619398562635,0.8815472994412604,0.815789404366736,0.813863416063323,0.9479191889528369,0.9717102646827698,0.708930210934745,0.8764341523249944,0.6654193368222978,0.6347157326009538,0.053418802432610164,0.05515489423738102,0.05333330346668117,0.4722222222222222,0.0003
17,0.9737525924307401,0.7606195270038042,0.8514177721054828,0.6817898496252591,0.6531420672526125,0.8801494668759829,0.7842691329127627,0.7965058148575601,0.9224927200645697,0.9678307705455356,0.6963331798712412,0.8872483207119836,0.6624508069621192,0.6311888595422109,0.05306267697147351,0.05506942228503417,0.05333330346668117,0.5177585383256277,0.0003
18,0.97274905345479,0.7501542636605559,0.856487545810762,0.6827608537478526,0.65313827698348,0.8918880328291131,0.8211280876273108,0.817767746619378,0.9614840980435981,0.9666174153486887,0.677248842186398,0.9039840400218964,0.6564846568637424,0.6247666925191879,0.05306267697147351,0.055069422279158176,0.05333330346668117,0.527565018998252,0.0003
19,0.9729459080539766,0.7524741506967388,0.8623208677182432,0.6899702011561785,0.6595796346664429,0.9037082181165741,0.8111483821076134,0.8253992065340195,0.9202318044959522,0.9705308874448141,0.6813169055514865,0.886665403842926,0.6415987014770508,0.6101160281234317,0.05448717845989484,0.05535521657007546,0.05446620103380466,0.4722222222222222,0.0003
20,0.9747748218598913,0.7763126023480149,0.8577823746399801,0.7057845651126299,0.6760559326312581,0.8968278066364253,0.8268651470516969,0.8236305830598534,0.9120938347988441,0.9655991362200843,0.5956670045852661,0.9201459056801267,0.5890850954585605,0.5553799685504701,0.055555554487179526,0.055555529508757286,0.0555555256410396,0.4722222222222222,0.0003
21,0.9744743001265604,0.7755589856476081,0.8606968541614345,0.711712613457539,0.681685914758776,0.9079524630555703,0.8504928112990536,0.8430598810717304,0.9429783645223399,0.971460246377521,0.6852484378549788,0.8908848166465759,0.6534745858775245,0.6218866242302789,0.05306267697147351,0.055069424162545816,0.05333330346668117,0.5237559345033433,0.0003
22,0.9740184525974461,0.7743417268893757,0.863220329167413,0.7085773700573406,0.6778322614607264,0.9056679214497879,0.8476007244495196,0.8368064435158219,0.9556997408632373,0.9729178746541342,0.7909308440155454,0.8710145056247711,0.7306163244777255,0.7022426277399063,0.05235042640532547,0.0549545728113227,0.05215416520895548,0.4722222222222222,0.0003
23,0.9745405560634175,0.7898979196782971,0.8605114133631597,0.7252581774211321,0.6952545217803268,0.9015686843436768,0.8247101398671852,0.8335063040035076,0.936641486941791,0.9761144585079617,0.8657312923007541,0.8398338092697991,0.7727262891001172,0.7470050487253401,0.046830483805427696,0.05404836899611739,0.0498083999207445,0.4722222222222222,0.0003
24,0.9747207369960722,0.7778166454346453,0.8628429594587107,0.7141454180733102,0.6842457915915817,0.9062783917006472,0.8350403249545632,0.8330780472522299,0.9140116367183748,0.9709980653391944,0.6886324915621016,0.87868000070254,0.6421655217806498,0.6139810780684153,0.050569799633830126,0.05451218398576366,0.05111108133334846,0.5095578398969438,0.0003
25,0.9738277704989324,0.7696009972056405,0.8599471791845853,0.6985830908916035,0.6688937740247758,0.8872812578110651,0.8179264878092934,0.814800256387172,0.9308362095082392,0.9711356129911211,0.7919455866018931,0.8475958390368356,0.7138036605384614,0.6881505341993438,0.05235042640532547,0.054954576491834765,0.05215416520895548,0.4722222222222222,0.0003
26,0.9747716657450942,0.7832852357723674,0.861319588833168,0.7152805553107965,0.6856948953182971,0.901087791490355,0.8421254137197512,0.8290572747721372,0.8749363031543669,0.9760172632005479,0.8752375178866916,0.8145135723882251,0.7601464490095774,0.7376279549466239,0.04932336096500843,0.05431112455872298,0.0498083999207445,0.4722222222222222,0.0003
27,0.9753264315792771,0.7818858516020853,0.8603034527575384,0.7157497962967294,0.6850436828175529,0.9055683005709844,0.8336735392053352,0.8326169534770187,0.9473031642007046,0.9758249289459653,0.7947390841113197,0.8751947714222802,0.7438298381037183,0.7143577684958776,0.05448717845989484,0.05535521657071141,0.05446620103380466,0.4722222222222222,0.0003
28,0.9755484149104259,0.7728763828512097,0.8630319863069252,0.7084869781478507,0.6783114104974465,0.9100542408313642,0.8332959400544878,0.8454406546270165,0.9156311467045644,0.9739067554473877,0.7518644862704806,0.890183667341868,0.7154978381262885,0.6846817913982604,0.05306267697147351,0.055069424162545816,0.05333330346668117,0.5259308682547675,0.0003
29,0.9762367664790544,0.7978428768329933,0.8564018372629509,0.7231863175259262,0.6949349514773635,0.8899066581342104,0.8105237864575798,0.8239908697411901,0.9643311080385427,0.9771509965260824,0.841214140256246,0.8445924553606245,0.7493154456218084,0.7242776279648145,0.04932336096500843,0.05431112279590463,0.0498083999207445,0.4722222222222222,0.0003
30,0.9757800688509082,0.7999370332624092,0.8613300108518757,0.7313348846357377,0.7013559253489385,0.9091522984657968,0.8479534263278442,0.8474364464024468,0.9022929942021605,0.9710767500930362,0.7015570667054918,0.8912166721291013,0.6669460750288434,0.6357769949568642,0.047008546268902066,0.05555553796489371,0.0555555256410396,0.4722222222222222,0.0003
31,0.976106228398495,0.7872054567102527,0.8620320392436669,0.7221839809026874,0.692221673785663,0.9145378767244969,0.848402108540723,0.846471762706513,0.9082971420444426,0.978098945485221,0.8717475599712796,0.8343657337956958,0.7686038629876243,0.7461911092201868,0.046830483627365055,0.05377936638567019,0.0498083999207445,0.4722222222222222,0.0003
32,0.9752910381457844,0.7799677790188398,0.8628331100354429,0.7186517373460238,0.6883990491022829,0.9085400736629595,0.822789272086736,0.8424772367531093,0.9411940633273516,0.9772268103228675,0.9315559367338816,0.7968731336295605,0.7788639358348317,0.7613620832562447,0.03935185161443491,0.05195931240485842,0.0498083999207445,0.4722222222222222,0.0003
33,0.9760909666780566,0.8065778710803048,0.8625226069669254,0.7396783545369008,0.7103862010064672,0.9030529857911439,0.8433360886828137,0.8442567124400175,0.9354743107420499,0.9555096725622813,0.4777125318845113,0.936237139834298,0.4824027982023027,0.44689636760287815,0.05555555377492896,0.05555553047532686,0.0555555256410396,0.5276243223084344,0.0003
34,0.9762538769206063,0.7987071060743488,0.8640742917529872,0.7349069050100984,0.7043852112332328,0.9165947988924947,0.8604927287594197,0.854847137561726,0.9063256031177083,0.9779251780774858,0.8322428895367516,0.8609265635410944,0.7622258596950107,0.7332271337509155,0.050569799633830126,0.054568452380061166,0.050925896219150814,0.5108727183606889,0.0003
35,0.9763762775014658,0.7993509007281945,0.8634228413222266,0.7336632707079903,0.7029009256206575,0.9095266961074236,0.8610116030134397,0.8517073222301423,0.9369738961829513,0.9643375509315066,0.508754700422287,0.9208912187152438,0.5011799103683896,0.4663769288195504,0.05519942866991759,0.05547487248036351,0.054507307701450076,0.5226232078340318,0.0003
36,0.9760397096149257,0.7937310064425234,0.8681751587351815,0.7365166867365602,0.7057082721444426,0.9154875889835082,0.8592310506900049,0.8545523692014529,0.9704225444402851,0.9779224660661485,0.8560857044325935,0.8513679951429367,0.7715166674719917,0.7465316272444196,0.04807692229618675,0.05415329627981809,0.0498083999207445,0.4722222222222222,0.0003
37,0.9763764524068989,0.7869771699436375,0.8623422296320806,0.722927243006034,0.6928916124046826,0.9206372494366044,0.873208669701375,0.8587282682393398,0.933988088467082,0.9764652219083574,0.7408287624518076,0.8786348501841227,0.6857934991518656,0.6567227078808678,0.053418802432610164,0.055154895163673376,0.05333330346668117,0.4722222222222222,0.0003
38,0.9765490488927873,0.7909314036369324,0.870449679796813,0.7333561953951101,0.7023410025190134,0.9193144426437186,0.8543247544981976,0.8541871956604077,0.9638882533448642,0.9701702429188622,0.6876313951280382,0.8837365143828921,0.6465115282270644,0.6150480641259087,0.05146011301957779,0.05499053145330784,0.05333330346668117,0.5261940194500817,0.0003
39,0.9764559630487786,0.7901412326781476,0.8666091551546191,0.73135713573362,0.7007239265520064,0.9205688181855072,0.8706271280174082,0.8601527711560838,0.9391572739257187,0.9775426917605929,0.8376973304483626,0.8766414986716377,0.7871152129438188,0.7589195503128899,0.05448717845989484,0.05535521565496157,0.05446620103380466,0.4722222222222222,0.0003
40,0.9767822642795375,0.7915373581354735,0.8619376108294627,0.7279517513806703,0.6982201010477348,0.9073669806941063,0.8639838298162078,0.8491985717472524,0.9695067659753268,0.9780528446038564,0.8326505985524919,0.8543544130192863,0.7555700259076225,0.7302615758445528,0.051816238480714455,0.05506942779729704,0.05333330346668117,0.5143486625618405,0.0003
41,0.9763370058575614,0.7894934953236189,0.8644346800006804,0.7221564914359421,0.6925657899653326,0.9032062066793879,0.8416266787042936,0.832591584288492,0.9195649125536934,0.9782504472467635,0.9034042954444885,0.8313742429018021,0.7884498122665617,0.7646119097868601,0.051282050378040796,0.05475426236748418,0.050925896219150814,0.4722222222222222,0.0003
42,0.9763652574820597,0.7947572753077647,0.8653360058049686,0.727896622947005,0.6975310884538244,0.9095233715295957,0.8429602840784195,0.8539839881842005,0.9501666631854948,0.9653870695167117,0.5617486437161764,0.9280414084593455,0.5588326619731055,0.5242200924290551,0.05555555413105424,0.055555531437095476,0.0555555256410396,0.5245646668805016,0.0003
43,0.9773311067800052,0.8074234753358559,0.8701389568750976,0.7448590847312427,0.714371027516537,0.9234403216159844,0.8803923425795754,0.8635114867667181,0.9031681564987682,0.978816333744261,0.8626433047983382,0.845331124133534,0.7797162565920088,0.7549830625454584,0.051282050378040796,0.05475425776414615,0.050925896219150814,0.4722222222222222,0.0003
44,0.9771430971192532,0.8033268266036863,0.8679974714263541,0.7420863049929259,0.7110911412317245,0.9203027193485692,0.8629292037120123,0.8634881224052582,0.9550626639459954,0.9770170052846273,0.7668112814426422,0.8883801334434085,0.7324500613742404,0.701162103149626,0.05430911581835784,0.0555555370612267,0.0555555256410396,0.5205815666251712,0.0003
45,0.977233250610164,0.7998750913338583,0.8648099479128103,0.7329621969676409,0.7032558097213996,0.9088396449268106,0.8489581217052999,0.8392364563191309,0.9293977031942273,0.978585958480835,0.9118117855654823,0.8141052822271982,0.7856861154238383,0.7643956061866548,0.03952991407790929,0.05435362073944309,0.0498083999207445,0.4722222222222222,0.0003
46,0.9768684135108697,0.7979886854281191,0.8664628902419669,0.7402402680428302,0.7098285340871967,0.9147435830098877,0.8570520696879104,0.8568957794468501,0.960211341498328,0.9780315260092417,0.8473988042937385,0.841622973481814,0.7586104306909773,0.7325093431605233,0.05235042640532547,0.054954576491834765,0.05215416520895548,0.4722222222222222,0.0003
47,0.9772657429585692,0.8231042994827521,0.860821328202232,0.749718650442655,0.7211695176656129,0.9006421070493128,0.859260663026632,0.8481597834227347,0.9229284446747577,0.9789809385935465,0.9238889747195773,0.8350334432390001,0.8136483546760347,0.7906208005216386,0.040598290105193974,0.05455394052127971,0.0498083999207445,0.4722222222222222,0.0003
48,0.9780045298279308,0.8144451741312371,0.8669587109909683,0.7492848009359642,0.7195570898837731,0.9169586674360867,0.873561391785545,0.8635458849436359,0.9262001035643406,0.978045168850157,0.8309017188019223,0.8640094449122747,0.7643176168203354,0.7371400280131234,0.053418802432610164,0.055154899594036993,0.05333330346668117,0.4722222222222222,0.0003
49,0.9777653002348102,0.7998641323847849,0.869064631032162,0.7381830386451034,0.7077691178829943,0.9239071351771079,0.8822503653659873,0.8654373842758355,0.9242925780718444,0.97700301806132,0.7753704554504819,0.8813811739285787,0.7278251846631368,0.6991000473499298,0.053418802432610164,0.055154895163673376,0.05333330346668117,0.4722222222222222,0.0003
50,0.9769152148825223,0.7874243591652542,0.874246844502746,0.7297321934191907,0.6983091513641545,0.9306415073820006,0.8951385111076001,0.8758381023701971,0.914621359012166,0.9756820201873779,0.77015287677447,0.8857370151413811,0.7286421325471666,0.6987553967369927,0.055555554487179526,0.05555553706122669,0.0555555256410396,0.4722222222222222,0.0003
51,0.9779363079149215,0.7956224973084497,0.8740270284355663,0.7417718514067227,0.7106575291664874,0.9353253326076945,0.9087525072231589,0.8860032352457836,0.95831149621088,0.9794080522325304,0.8762156135506101,0.8610295520888435,0.801030758354399,0.7753899594148,0.05235042640532547,0.05495457993896206,0.05215416520895548,0.4722222222222222,0.0003
52,0.9777226555542867,0.7752524184398963,0.8689307208921089,0.7134103149664207,0.6820736375988506,0.9294324318016909,0.868736236588972,0.8635249935135627,0.9606834816150978,0.9793165425459543,0.8452006280422211,0.8615029785368178,0.783583821521865,0.7547359433439043,0.053418802432610164,0.055154897872499754,0.05333330346668117,0.4722222222222222,0.0003
53,0.9774325646337916,0.7927559858462849,0.8704102723324885,0.7360132815407925,0.7052041399674337,0.925412074431994,0.8666383362918183,0.8790931344061403,0.9783032311767829,0.9779801368713379,0.927911274962955,0.7915891640716128,0.7774611156847742,0.7594700737131966,0.04807692229618675,0.05415330024375018,0.0498083999207445,0.4722222222222222,0.0003
54,0.9779397679156945,0.8050866175870426,0.8695869338316996,0.7455235631739507,0.7155016260068925,0.9333296871724049,0.8893234780120524,0.8786718531975782,0.9228982974271305,0.9789933628506131,0.8689850568771362,0.8664469685819414,0.8019129700130887,0.7735011329253515,0.051282050378040796,0.05475425509569962,0.050925896219150814,0.4722222222222222,0.0003
55,0.9785707602735425,0.81568437717,0.8690739879842664,0.7566431076800237,0.7263144538050792,0.9292796570903046,0.8898186474485329,0.8799411921762023,0.9465457298716561,0.9789567523532443,0.8325125376383463,0.8646153774526384,0.7657026002804438,0.7395304458008872,0.053418802432610164,0.05515489607942321,0.05333330346668117,0.4722222222222222,0.0003
56,0.9780324531383202,0.7838134579971189,0.8689239249854791,0.7224217995268399,0.692586712172774,0.92570181994169,0.8783752865197074,0.8620577839349434,0.9602768255061791,0.9788298341963027,0.9096584883001115,0.8355426159169939,0.7981687436501185,0.7773625204960505,0.05021367435075611,0.05455394051704012,0.0498083999207445,0.4722222222222222,0.0003
57,0.978149194209302,0.8151168070855688,0.8734738172077742,0.7558267771220598,0.7248914310189544,0.9260885180555227,0.8883651913678308,0.8753272693695541,0.96044757620233,0.9793838130103217,0.8698895739184486,0.8678018649419149,0.8071106324593226,0.7792070044411553,0.05448717845989484,0.05535522009385774,0.05446620103380466,0.4722222222222222,0.00015
58,0.9781918349813242,0.7987441723463965,0.8747963348373038,0.7452505651067515,0.7136986939633478,0.9382908718424837,0.907372119306802,0.888661715813567,0.9726747333026323,0.9796300464206271,0.8797370360957252,0.8634036315812005,0.8052489542298846,0.7795228875345654,0.04789886018883766,0.05482103294989003,0.05215416520895548,0.5189843674500784,0.00015
59,0.9789904561199125,0.8188230561428382,0.8717375935101118,0.7612435641835947,0.730801553022666,0.9371597593196854,0.9121830183388974,0.8958685648349624,0.9346280664694114,0.9792103932963477,0.8642580641640557,0.86289853685432,0.7945367793242136,0.7680488261911604,0.044871794214332704,0.05515490191937356,0.05333330346668117,0.4722222222222222,0.00015
60,0.9791758529475478,0.8208135845231228,0.8738920288007768,0.764898880583341,0.7337153680988999,0.937826712679655,0.908738773022463,0.8919320917515247,0.9628762798231156,0.9794075753953722,0.9264987872706519,0.8292784806754854,0.8144853860139847,0.7918019211954541,0.03952991407790929,0.054553941874554104,0.0498083999207445,0.4722222222222222,0.00015
61,0.9792103190891078,0.7937023405168877,0.8770940714195127,0.7388306455534013,0.707099042954992,0.9418448580884402,0.9050813808633003,0.8946235722689332,0.9659664972883756,0.9803619815243615,0.8398986988597446,0.8686954826116562,0.7753164056274626,0.7474576135476431,0.04789886018883766,0.05482103293963794,0.05215416520895548,0.5193204316827986,0.00015
62,0.9798018502407386,0.818264723801222,0.8710531269917723,0.7592172544510638,0.7286785039745394,0.9354690078484164,0.9024450521678654,0.8900589168919795,0.9756650015956065,0.9800891180833181,0.8755185537868075,0.8528521209955215,0.7931882474157546,0.7658738477362527,0.04380341818704801,0.05515489960256954,0.05333330346668117,0.4722222222222222,0.00015
63,0.9793599374958726,0.8082196605010111,0.8756878620288411,0.750045962020999,0.7185405219187502,0.9376659622681079,0.9050573199947975,0.8886467082604991,0.9310118898016507,0.9801794687906901,0.8871203727192349,0.8586474657058716,0.8099690543280708,0.7829652925332388,0.04932336114307108,0.05456845492959178,0.050925896219150814,0.5256115860409207,0.00015
64,0.9795095773993946,0.8201185963192924,0.8769550851134004,0.7641508120005248,0.7321414068096974,0.9496531225509134,0.9222949764480277,0.9065979072223073,0.9736292870318304,0.9743410050868988,0.7215702997313606,0.8929894268512726,0.6828673829634985,0.6535934888654285,0.05448717845989484,0.05535521922696708,0.05446620103380466,0.4722222222222222,0.00015
65,0.9792451174532781,0.8054607950273107,0.8784496129536238,0.7533719598269853,0.7218220175289717,0.9379727726314047,0.9132811188345371,0.8897466646614761,0.9666298549683368,0.9796814123789469,0.8767526050408682,0.8560740633143319,0.7946583065721724,0.7708628757132424,0.05235042640532547,0.05495457993896206,0.05215416520895548,0.4722222222222222,0.00015
66,0.9803536983787037,0.8290266980890368,0.873005030585117,0.7707628353697354,0.7400424978772148,0.9316190109550712,0.903265262432788,0.8840062406363158,0.9141559551973812,0.978262272146013,0.8052247100406222,0.8947678340805901,0.76452460553911,0.7328539490699768,0.047008546268902066,0.05555553796489371,0.0555555256410396,0.4722222222222222,0.00015
67,0.9800800856996755,0.8151023602876507,0.8770023936130962,0.7617780214450398,0.730089825684907,0.9432757402029645,0.9091618608590645,0.9012524118575896,0.9539969319202861,0.9801764223310683,0.9006235102812449,0.8467332985666063,0.8094424704710642,0.7857228169838587,0.051282050378040796,0.05475426169042301,0.050925896219150814,0.4722222222222222,0.00015
68,0.9802526176952925,0.8150193114749721,0.8756712909604683,0.7573522036192847,0.726284532273402,0.9287396562328701,0.8974882156916405,0.8834556481804637,0.9648182245551563,0.9796276092529297,0.9173095656765832,0.8280094580517875,0.8061031070020463,0.7820830047130585,0.04683048416155298,0.05456845783971774,0.050925896219150814,0.5251763529247708,0.00015
69,0.9798623929258252,0.824692473059795,0.8729331630175231,0.7634723118094148,0.7332967353648827,0.9296691511362039,0.9028733344724604,0.8931735212628295,0.9679727837687633,0.9786500235398611,0.7610967755317688,0.8942965666453043,0.7290353741910722,0.6975479854477776,0.0543091156402952,0.05531412427252087,0.05446620103380466,0.5210993025037978,0.00015
70,0.9800916558406392,0.8122049599397377,0.8786766548625758,0.7573669670058079,0.7259835151375317,0.9315795524807998,0.8988706018368577,0.8970413092876308,0.9792878168528197,0.9731528129842546,0.6643055180708567,0.914513972070482,0.6487856639756097,0.6157206694285074,0.055555554309116885,0.05555553522018796,0.0555555256410396,0.5264828503131866,0.00015
71,0.9800296777584514,0.8147034913790031,0.8770151353273236,0.7602573452425785,0.7294203155353421,0.9441702987640034,0.8975804645811166,0.8958193638454366,0.9466981819418611,0.9778122272756364,0.8136689100000594,0.8801834715737237,0.760451121462716,0.730709410376019,0.05306267697147351,0.05506942600422049,0.05333330346668117,0.50904424322976,0.00015
72,0.9805383877676042,0.8164721033612236,0.8795199267199783,0.7622782695488851,0.7310400429319163,0.9458119177566813,0.9124205535031273,0.9079453835795537,0.9587501131120275,0.9795257250467936,0.9374261962042915,0.8102854904201295,0.7990014337831073,0.7784358585874239,0.047008546268902066,0.05395298038689523,0.0498083999207445,0.4722222222222222,0.00015
73,0.9801992226819523,0.8135515734797618,0.8780347167468462,0.759678409724939,0.7281974427035598,0.9396711880264185,0.8928782312774066,0.8952939886457056,0.9800666238440842,0.9807446267869737,0.8861660957336426,0.8576332943307029,0.8018224057224062,0.7762453820970323,0.053418802432610164,0.05515489960041121,0.05333330346668117,0.4722222222222222,0.00015
74,0.9797594928350605,0.8127565510937425,0.8743407521091524,0.7552575244278205,0.7250710803954328,0.9371943263167216,0.9031437193737935,0.8930966415687909,0.9434390224394251,0.9788417120774587,0.7942007316483392,0.8666580700212054,0.7262651688522763,0.6996173560619354,0.04594017024161738,0.055555540581872266,0.0555555256410396,0.4722222222222222,0.00015
75,0.9807926826789731,0.812647816587667,0.8828479286100044,0.7622371521152433,0.729979790625025,0.9500041122263566,0.9172375390060041,0.9049388653923014,0.9441651848495983,0.9800150924258761,0.9115075237221189,0.8312829732894897,0.8021295799149407,0.7775161647134357,0.04683048416155298,0.054568455741124865,0.050925896219150814,0.525999344057507,0.00015
76,0.9803175955522255,0.823243785099905,0.8739472461528466,0.7663319081556602,0.7358322094698422,0.9432405293736139,0.9045376772758129,0.8966445677523944,0.9527844053799989,0.9802531401316324,0.817196763224072,0.8943860630194346,0.7773931059572432,0.7466976973745558,0.05306267714953615,0.05531412609130178,0.05446620103380466,0.5235766371091207,0.00015
77,0.9805937526655979,0.823806749015558,0.879611539058998,0.7712986459497546,0.7401349818120238,0.9398293122648811,0.9005441167199773,0.9013899971843198,0.963525116443634,0.9779268205165863,0.7246163090070089,0.9115369055006239,0.7050667868720161,0.6729417211479611,0.055555554309116885,0.05555553521966425,0.0555555256410396,0.5276497238212161,0.00015
78,0.9811652957415972,0.8438628677461968,0.8729339642602889,0.7842186679605578,0.754357855828082,0.9311579561293021,0.9060749708198754,0.890430030254437,0.9639345368400949,0.9787715540991889,0.7873423629336886,0.8960851066642337,0.7504390014542474,0.7198455035686493,0.051816238480714455,0.055069426908229926,0.05333330346668117,0.5229280392328898,0.00015
79,0.9805108504217179,0.8192432258949905,0.8798290696300444,0.7662008023652874,0.7346317934208229,0.9487890126076967,0.9237698748770132,0.9075326930153068,0.9435001484683303,0.9808040459950765,0.8620253867573209,0.8773845235506693,0.8032145235273573,0.7737682412068049,0.055555554487179526,0.05555553973030918,0.0555555256410396,0.4722222222222222,0.00015
80,0.9799892892603015,0.8153655616963496,0.8765855783321819,0.7621464094177621,0.730692413009581,0.9482065087105315,0.9049357026379597,0.8998247270832324,0.9588836978693478,0.9768995179070367,0.761855787701077,0.9009774989551969,0.7315500610404544,0.6998319145705965,0.05110398827069171,0.055555537965089385,0.0555555256410396,0.5253407756487528,0.00015
81,0.9806638330709739,0.8124864072096153,0.8781574055796764,0.7588401075269355,0.7268702807973643,0.9446732604489604,0.9015629886127552,0.9058263301247963,0.9754470352266655,0.9804832140604655,0.8880145218637254,0.8521115216943953,0.8068694058391783,0.7812489552630318,0.053418802432610164,0.055154900433527644,0.05333330346668117,0.4722222222222222,0.00015
82,0.980557421191794,0.8305239550402908,0.877347032554814,0.7753581238574669,0.7444812489337609,0.9399953820110022,0.9104260146700961,0.8892732870380897,0.9587568064204982,0.9735657274723053,0.6694951156775156,0.8984107242690192,0.6309492687384287,0.5998996198177338,0.053418802432610164,0.05515489516314967,0.05333330346668117,0.4722222222222222,0.00015
