best_val_f1,test_loss,test_accuracy,test_precision,test_recall,test_f1,test_iou,test_auroc,test_auprc,test_image_best_f1,test_image_best_threshold,epochs,batch_size,lr,weight_decay,dataset,dataset_root,target_size,save_every,resume,output_dir,w_bce,w_dice,w_tversky,w_focal,w_soft_iou,w_boundary,w_tgbc,w_cscd,tversky_alpha,tversky_beta
0.14565923448482146,0.8302010503254439,0.7879653428730059,0.09520217101604594,0.6095367834182813,0.14565923448482146,0.08759072830918008,0.8572672533917427,0.1264418301114699,0.1554627958015537,0.6622150234154642,40,2,0.0001,0.01,landslide4sense,/home/user/Desktop/Deep_learning_projects/4PI/dataset,512,5,auto,/home/user/Desktop/Deep_learning_projects/CSIR/Geology-Aware_Hybrid_SAM/terrascope/landslide4sense/terrascope,0.0,0.0,1.0,0.0,0.0,0.0,0.05,0.05,0.3,0.7
