epoch,train_loss,train_acc,train_precision,train_recall,train_f1,train_iou,train_auroc,train_auprc,train_image_best_f1,train_image_best_threshold,val_loss,val_acc,val_precision,val_recall,val_f1,val_iou,val_auroc,val_auprc,val_image_best_f1,val_image_best_threshold,train_fps,trainable_params_m
10,0.9770165157596967,0.02294607775950271,0.02294607775950271,0.8350877192926814,0.04319550038926578,0.02294607775950271,0.502446776853909,0.027490136773075144,0.04352546846877436,0.9172507062641501,0.9769565892846961,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5039971752508334,0.032818819801804705,0.04773995198395094,0.8866622504435088,1.8131329021702416,376.636145
11,0.9776908453619271,0.02333046316403372,0.022942011625045628,0.8314483953176852,0.043183683772122644,0.022941935044501423,0.5027323749505649,0.0275878359452086,0.043537293041801504,0.9140247086448915,0.9716952283131449,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5032729124003067,0.03281015381079636,0.047814659134406974,0.88674734674002,1.8144418731242966,376.636145
12,0.9776155134390669,0.022936280010736273,0.022936280010736273,0.8257309941476605,0.0431617676017227,0.022936280010736273,0.502478375424967,0.02780003009026672,0.0435248444573377,0.9127175106988316,0.9344598152135548,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5035884849697828,0.03282961667324556,0.04775923703689685,0.8867854388136612,1.815010596200252,376.636145
13,0.9766111055835646,0.023035471062910973,0.023035471062910973,0.8362573099359648,0.04326390439112056,0.023035471062910973,0.5022563705749179,0.027564822594390033,0.04363313009617487,0.9176627847534872,0.9344579853509601,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5041837119334545,0.032824488178041435,0.047820655692985416,0.8868050349386115,1.8148861914438827,376.636145
14,0.9769396064399976,0.022989104644596713,0.022982160745612573,0.8261666606459074,0.04316916031114483,0.02298216055948611,0.5028501723366351,0.027835765519861992,0.04352600333153799,0.9119595994415818,0.9769532479737935,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5038729317105366,0.032825630112713555,0.047795257430929425,0.8864306468712656,1.8159013551856888,376.636145
15,0.9777688688353489,0.023023928815161042,0.02293456418965157,0.8244408529781175,0.04311837819585717,0.0229344878171066,0.5018503866295436,0.027828570930448146,0.04346137859999639,0.9054126839518548,0.9769562043641743,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.504562885532541,0.03284537725703706,0.047848070314785295,0.886797505303433,1.8151840979939973,376.636145
16,0.9754920162129821,0.02293453105011856,0.02293453105011856,0.8280701754323487,0.04312047745836239,0.02293453105011856,0.5040520420495537,0.02771691409388909,0.04354437045747356,0.9139046597201922,0.934454083442688,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5044184814457182,0.032845911129709734,0.04790156837937071,0.8867137482291774,1.8143591199109663,376.636145
17,0.9771778981239475,0.023991612663045725,0.02297814521947895,0.8302544652809353,0.04320550693429069,0.022973274149848094,0.5022413022309662,0.02765357205375088,0.04370433436309385,0.9086889489454093,0.9398272181812085,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.504243976577711,0.03283419345526965,0.04784702059541889,0.8868184773545517,1.814332537786009,376.636145
18,0.9794070610526012,0.022934531050118584,0.022934531050118584,0.8380116959016405,0.04320073797414811,0.022934531050118584,0.5025657934516108,0.02743107952448148,0.043630298144526736,0.9189692363055826,0.9769585615710208,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5047477485995022,0.03286771587264252,0.0478735140175858,0.8867802083492279,1.8099809883872868,376.636145
19,0.9786045605327651,0.02293453105011857,0.02293453105011857,0.8327485380063939,0.04314164371414437,0.02293453105011857,0.5030133806009829,0.027592093516225966,0.04358304756508521,0.9162731694896319,0.9768436541682796,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5043859461724379,0.03287291891989035,0.047938582680694085,0.8867292906108656,1.8128575828880864,376.636145
20,0.978298535716464,0.02295702995612587,0.02293775448411567,0.8268227931986658,0.04312591433883118,0.022937683633947364,0.5028495790106469,0.02776384620878483,0.04351642768666404,0.9121729157124633,0.9762822085305264,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5044866551920018,0.03287090509711377,0.04788802116034291,0.88671750990968,1.8135948831590627,376.636145
21,0.9801779612985968,0.02293453105011858,0.02293453105011858,0.83040935672035,0.04314661375174244,0.02293453105011858,0.501950396368625,0.02764151571753009,0.043457462246394546,0.9151318920286078,0.977052472767077,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.49962294755796444,0.03272218360493923,0.047354664681307744,0.8868263062677886,1.827518116674806,376.636145
22,0.9751888960251334,0.022935330798054075,0.02293516606655248,0.8251459173414818,0.04314308840655275,0.022935165319669982,0.49980057921090454,0.027756725080529118,0.04337739696835542,0.9124575684642234,0.9521021246910095,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.4980531376966845,0.03263595507312581,0.047695514686716664,0.8867471491035662,1.8290341995389912,376.636145
23,0.9721059658896853,0.022959409122578375,0.022959409122578375,0.8269005847900153,0.04308871155024928,0.022959409122578375,0.5000266756804542,0.02775861972371377,0.04338045054035775,0.9134329099752749,0.9373732391156648,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.49984845145608026,0.03273056076885237,0.04753045925436762,0.8868289426753395,1.8288527633063865,376.636145
24,0.9711625975474977,0.022951253255208116,0.022951253255208116,0.8380116959012227,0.04319235302721559,0.022951253255208116,0.500282536044027,0.027393345586754523,0.04334183471904552,0.9189926010126259,0.9769835177220796,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.499712278323824,0.03271840795534527,0.04746167925375627,0.8868316129634255,1.861054787045415,376.636145
25,0.9714095544919633,0.02293453105011857,0.02293453105011857,0.8280701754335824,0.0431255133963716,0.02293453105011857,0.5001426450357944,0.027702293604995053,0.04324789057895851,0.9140235639455025,0.976530258906515,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.499669543561879,0.03271735882713775,0.04745688105397414,0.8868343648157622,1.8698733726347694,376.636145
26,0.9708782004334076,0.022959516201799854,0.022959516201799854,0.8257309941470862,0.043161308699457314,0.022959516201799854,0.5005293907771836,0.027810507255074137,0.043271431997625606,0.912856398061005,0.9769780977776176,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5007420034977923,0.032741879776990945,0.04743373600111474,0.8868307314421001,1.8688696084809848,376.636145
27,0.9705784392635725,0.022934531050118574,0.022934531050118574,0.8216374268959789,0.04313753503099684,0.022934531050118574,0.5007618445886185,0.027916473762822466,0.0432439925706559,0.9108128398482562,0.9769795489938635,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5006362160797179,0.03274125367530105,0.0474269266937473,0.8868377089500428,1.8681335704434512,376.636145
28,0.9703566407773927,0.023002901133040717,0.023002901133040717,0.8222222222173554,0.04324695082626507,0.023002901133040717,0.5009929051633606,0.027978805031705672,0.043345580605175335,0.9111063124143589,0.9345337848914297,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5006393531457248,0.03274278757733942,0.04744748599076103,0.8868354138575102,1.867311120716341,376.636145
29,0.9705713165782348,0.022934531050118567,0.022934531050118567,0.8280701754334687,0.043078034415165924,0.022934531050118567,0.5009781606393316,0.027698965084803826,0.043187881476352205,0.9140301587288839,0.9769807288521215,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5007038239055922,0.032743260653099404,0.047426083071209026,0.8868354910298397,1.8700403100720266,376.636145
30,0.9711858415987059,0.02293594092653487,0.02293594092653487,0.836842105257063,0.04310160823743009,0.02293594092653487,0.5011490325979177,0.0274100579223563,0.04321503882476497,0.9184148568158959,0.9769812907043256,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.500707460950366,0.03274334383458969,0.04743113996855817,0.8868357953272368,1.8717158414124608,376.636145
31,0.9715294695214222,0.022934531050118567,0.022934531050118567,0.8327485380060764,0.04306860842550888,0.022934531050118567,0.5010319261479778,0.027543434630482106,0.04317296484436625,0.9163671050852502,0.9345324801771264,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5006580366783083,0.03274281483241875,0.04743495601521453,0.886834989095989,1.8739180512353477,376.636145
32,0.9710666214862065,0.022935798154239545,0.022935798154239545,0.8280701754335164,0.04315749602448994,0.022935798154239545,0.5010091981933205,0.027700562893011604,0.04326677248939529,0.9140267017292001,0.9769790436092176,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5006740521797769,0.03274229667941809,0.04744224974916914,0.886828813427373,1.8736389475419044,376.636145
33,0.9714866504857415,0.02293453105011858,0.02293453105011858,0.8298245613976186,0.04317191252759894,0.02293453105011858,0.50101110306472,0.027641114101954165,0.04328732651976404,0.9149024289602424,0.9769812838027352,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5006560502330104,0.03274275136478563,0.047439429851977445,0.8868319837670577,1.8750339390767268,376.636145
34,0.9713830000475834,0.022934531050118587,0.022934531050118587,0.8350877192924201,0.04316729731443638,0.022934531050118587,0.5009154825285788,0.027466054633730797,0.04328279942329425,0.9175303597896419,0.934529605664705,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5007398038329983,0.03274382362926728,0.04746676761911131,0.8868330685715926,1.874664519842598,376.636145
35,0.9710185045735877,0.02294929013614747,0.02294929013614747,0.8333333333284807,0.043213818046335936,0.02294929013614747,0.501154755353869,0.0275422052092255,0.04333882586682224,0.9166543083581311,0.976977171709663,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5007240332989805,0.03274283539629926,0.047442814978594025,0.8868279369253861,1.873633053247152,376.636145
36,0.971138642475619,0.02295178865131556,0.02295178865131556,0.8274853801112382,0.04320163902642923,0.02295178865131556,0.5011944129160445,0.027739214855198886,0.04332220809993652,0.9137272242565602,0.97697674036026,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5007081671734042,0.03274286901452878,0.04744296749880523,0.8868295575443067,1.8781880661649735,376.636145
37,0.9711086128190247,0.022970224123948998,0.022970224123948998,0.8198830409305575,0.0432060920685453,0.022970224123948998,0.5012141869554634,0.028019296478204968,0.04332625914178714,0.9099246287555025,0.934527431663714,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5007512346685687,0.03274353116635574,0.04742648022940242,0.8868270384637933,1.8843206121727893,376.636145
38,0.9723150510885562,0.02294850488852318,0.02294850488852318,0.8292397660763422,0.04307010976007988,0.02294850488852318,0.5013937527845608,0.02767635012065722,0.04318711984315381,0.9146080397025883,0.934526672175056,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5026537524009138,0.03277640703186712,0.04749577481168695,0.8868402669304296,1.885068864625705,376.636145
39,0.9710892778391029,0.02293628001073627,0.02293628001073627,0.8321637426840092,0.04314800279591183,0.02293628001073627,0.5025859243870161,0.027562737067196544,0.04328501523718967,0.916080017187442,0.9769627429937061,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5025446146656805,0.03276857123458353,0.04748841220189078,0.8868404633120487,1.886193754705349,376.636145
40,0.9791068779097662,0.02294172320449541,0.02294117904457013,0.8280536822040064,0.04316378736206758,0.022941177481328408,0.5006425164111019,0.02769673976561244,0.04324457232438687,0.9134115846121645,0.9770557155734614,0.02532846551192388,0.02532846551192388,0.7736842105237307,0.04734185521482904,0.02532846551192388,0.5,0.0327374724303784,0.04734185521483073,0.8868421052631579,1.8908155651949858,376.636145
